Code,Term,drugsubstancename,Observations,OriginalReadCode,CleansedReadCode,SnomedCTConceptId,SnomedCTDescriptionId,EmisCodeCategoryId,2001_census_16_grouping,2001_census_6_grouping,medicine,Source
4021741000033119,Exforge 5mg/80mg tablets (Novartis Pharmaceuticals UK Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
2295641000033116,Calchan MR 10 tablets (Sun Pharma UK Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
5890241000033117,Lisinopril 5mg/5ml oral solution,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
4805941000033114,Ramipril 2.5mg/5ml oral suspension,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
556941000033118,Eucardic 12.5mg tablets (Roche Products Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
2040941000033117,Teveten 400mg tablets (Abbott Healthcare Products Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
6180741000033115,Sevikar HCT 40mg/5mg/12.5mg tablets (Daiichi Sankyo UK Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
210741000033117,Captopril  Tablets  2 mg,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
5890441000033116,Spironolactone 50mg/5ml oral solution,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
372841000033114,Co-Betaloc SA tablets (Pfizer Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
5576341000033118,Folpik XL 10mg tablets (Teva UK Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
69441000033112,Antipressan 25mg tablets (Teva UK Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
1750241000033113,Propranolol 40mg/5ml oral solution,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
903641000033115,Metoprolol Tartrate  Tablets  200 mg,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
769741000033118,Nindaxa 2.5 tablets (Ashbourne Pharmaceuticals Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
3162341000033110,Triamterene 50mg / Chlortalidone 50mg tablets,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
2890741000033113,Vera-Til SR 240mg tablets (Tillomed Laboratories Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
8234041000033110,Sildenafil 10mg/ml oral suspension sugar free,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
1602541000033111,Dilcardia SR 90mg capsules (Viatris UK Healthcare Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
11641000033111,Accupro 40mg tablets (Pfizer Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
5891941000033115,Adanif XL 30mg tablets (Advanz Pharma),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
1731741000033111,Frusol 50mg/5ml oral solution (Rosemont Pharmaceuticals Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
3091741000033113,Furosemide 50mg/5ml solution for injection ampoules,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
4213941000033117,Rasilez 300mg tablets (Noden Pharma DAC),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
3984641000033112,Congescor 2.5mg tablets (Tillomed Laboratories Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
2839941000033114,Rapranol SR 80mg capsules (Sun Pharma UK Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
1511741000033119,Verapamil Hydrochloride  M/R capsules  240 mg,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
124241000033112,Bedranol SR 160mg capsules (Sandoz Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
3162441000033116,Furosemide 20mg / Potassium chloride 750mg (potassium 10mmol) modified-release tablets,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
61841000033111,Angiopine 10 capsules (Ashbourne Pharmaceuticals Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
451741000033117,Diltiazem Hydrochloride  M/R capsules  300 mg,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
5006341000033113,Sevikar 40mg/10mg tablets (Daiichi Sankyo UK Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
2129041000033118,Cordilox MR 240mg tablets (Teva UK Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
972141000033112,Nisoldipine 10mg modified-release tablets,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
9121841000033115,Cardide SR 1.5mg tablets (Teva UK Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
66041000033110,Angiozem CR 120mg tablets (Ashbourne Pharmaceuticals Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
615141000033111,Frusid 40mg tablets (Dr Reddy's Laboratories (UK) Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
5992541000033111,Enalapril 5mg/5ml oral solution,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
3924941000033113,Furosemide 5mg/5ml oral solution,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
5149941000033118,Losartan 2.5mg/ml oral suspension sugar free,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
491641000033116,Dytac 50mg capsules (Advanz Pharma),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
3161341000033118,Metoprolol 100mg / Hydrochlorothiazide 12.5mg tablets,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
5288741000033116,Carvedilol 5mg/5ml oral suspension,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
742541000033112,Hydrosaluric 25mg tablets (Organon Pharma (UK) Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
1753041000033113,Slofedipine XL 60 tablets (Zentiva Pharma UK Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
438441000033119,Dibenyline 10mg capsules (Mercury Pharma Group Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
1423841000033110,"Terazosin Hydrochloride  Starter pack  7 x 1 mg, 14 x 2 mg, 7 x 5 mg",,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
3161041000033115,Bendroflumethiazide 2.5mg / Potassium chloride 573mg (potassium 7.7mmol) modified-release tablets,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
261841000033118,Clonidine 250microgram modified-release capsules,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
5900141000033118,Clonidine 50micrograms/5ml oral solution,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
3014841000033118,Gopten 4mg capsules (Abbott Laboratories Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
5576441000033112,Folpik XL 2.5mg tablets (Teva UK Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
741141000033111,Hytrin tablets starter pack (Advanz Pharma),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
1893141000033119,Co-zidocapt 12.5mg/25mg tablets,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
92441000033119,Atenix Co 50 tablets (Ashbourne Pharmaceuticals Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
9121541000033117,Parmid XL 2.5mg tablets (Sandoz Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
4507941000033117,Bisoprolol 2.5mg/5ml oral suspension,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
769941000033115,Indoramin Hydrochloride  Tablets  50 mg,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
5006241000033115,Sevikar 40mg/5mg tablets (Daiichi Sankyo UK Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
6001041000033115,Captopril 5mg/5ml oral solution,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
1608941000033115,Eucardic 3.125mg tablets (Roche Products Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
5132041000033112,Captopril 25mg/5ml oral suspension,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
1609041000033112,Eucardic 6.25mg tablets (Roche Products Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
2675641000033113,Disogram SR 240mg capsules (Sun Pharma UK Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
937341000033111,Monozide 10 tablets (Wyeth Pharmaceuticals),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
1504941000033117,Vascace 500microgram tablets (Roche Products Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
1753841000033118,Tanatril 10mg tablets (Northumbria Pharma Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
1449841000033111,Torem 10mg tablets (Viatris UK Healthcare Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
938041000033113,Moexipril 15mg tablets,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
5991141000033110,Chlorothiazide 250mg/5ml oral solution,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
938141000033112,Moexipril 7.5mg tablets,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
2623841000033114,Diazoxide 250mg/5ml oral suspension,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
351941000033111,Co-amilozide 5mg/50mg/5ml oral solution,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
248041000033113,Chlorthalidone  Tablets  100 mg,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
1611441000033117,Froop Co 5mg/40mg tablets (Ashbourne Pharmaceuticals Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
811841000033111,Lasix 20mg/2ml solution for injection ampoules (Sanofi),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
3279241000033117,Enalapril 5mg/5ml oral suspension sugar free,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
738141000033119,Hypolar Retard 20 tablets (Sandoz Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
2674941000033119,Disogram SR 90mg capsules (Sun Pharma UK Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
2776441000033110,Clonidine Hydrochloride  Transdermal patches (7 days)  2.5 mg (0.1mg/24 hours),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
3199141000033117,Inspra 50mg tablets (Viatris UK Healthcare Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
6180941000033117,Sevikar HCT 40mg/5mg/25mg tablets (Daiichi Sankyo UK Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
1425541000033114,Tenchlor 100mg/25mg tablets (Teva UK Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
2011541000033114,Spironolactone 100mg/5ml oral suspension,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
258341000033113,Cilazapril  Tablets  250 micrograms,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
5053141000033113,Indipam XL 1.5mg tablets (Accord-UK Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
1449941000033115,Torem 2.5mg tablets (Viatris UK Healthcare Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
5898241000033115,Bisoprolol 5mg/5ml oral solution,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
5890141000033112,Spironolactone 25mg/5ml oral solution,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
3909241000033111,Olmetec Plus 20mg/25mg tablets (Daiichi Sankyo UK Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
5892041000033114,Adanif XL 60mg tablets (Advanz Pharma),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
5999341000033114,Spironolactone 5mg/5ml oral solution,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
972241000033117,Nisoldipine 20mg modified-release tablets,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
1602341000033116,Dilcardia SR 120mg capsules (Viatris UK Healthcare Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
5972041000033112,Losartan 50mg/5ml oral suspension,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
2955041000033115,Valni 20 Retard tablets (Tillomed Laboratories Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
898341000033114,Metolazone  Tablets  500 micrograms,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
1425441000033113,Tenchlor 50mg/12.5mg tablets (Teva UK Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
5566441000033117,Olmetec Plus 40mg/12.5mg tablets (Daiichi Sankyo UK Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
2639341000033117,Nifedipine 20mg/ml oral drops,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
2675041000033119,Disogram SR 120mg capsules (Sun Pharma UK Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
1525141000033111,Visken 15mg tablets (Advanz Pharma),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
89541000033111,Atenolol 5mg/10ml solution for injection ampoules,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
5898041000033111,Bisoprolol 1.25mg/5ml oral solution,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
9105441000033110,Perindopril erbumine 8mg / Amlodipine 5mg tablets,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
1753941000033114,Tanatril 5mg tablets (Northumbria Pharma Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
215441000033118,Catapres 300microgram tablets (Boehringer Ingelheim Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
2779141000033112,Bi-Carzem SR 60mg capsules (Tillomed Laboratories Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
2724641000033119,Tritace titration pack capsules (Sanofi),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
248141000033112,Chlorthalidone  Tablets  25 mg,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
10495841000033113,Trimetazidine 35mg modified-release tablets,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
1128141000033112,Prazosin Hydrochloride  Starter pack  ,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
742641000033113,Hydrosaluric 50mg tablets (Organon Pharma (UK) Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
812041000033114,Lasix 5mg/5ml oral solution (Borg Medicare),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
1622141000033114,Kaplon 25mg tablets (Teva UK Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
7740641000033112,Amlodipine 10mg/5ml oral solution,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
2839841000033118,Rapranol SR 160mg capsules (Sun Pharma UK Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
5999241000033116,Spironolactone 10mg/5ml oral solution,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
1661641000033116,Optil 60mg modified-release tablets (Opus Pharmaceuticals Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
2675341000033117,Disogram SR 180mg capsules (Sun Pharma UK Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
4432941000033119,Doxazosin 1mg/5ml oral suspension,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
524241000033115,Enalapril Maleate  Wafers  5 mg,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
850441000033112,Loniten 10mg tablets (Pfizer Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
7754941000033110,Azilsartan medoxomil 40mg tablets,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
5992641000033112,Enalapril 5mg/5ml oral suspension,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
12372341000033117,Nidef 30mg modified-release tablets (Morningside Healthcare Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
275641000033110,Clonidine 150micrograms/1ml solution for injection ampoules,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
5887941000033114,Ramipril 10mg/5ml oral suspension,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
9105241000033114,Perindopril erbumine 4mg / Amlodipine 5mg tablets,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
892341000033112,Methyldopa 250mg/5ml oral suspension,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
4548841000033118,MicardisPlus 80mg/25mg tablets (Boehringer Ingelheim Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
5809641000033111,Larbex XL 4mg tablets (Teva UK Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
3984541000033111,Congescor 1.25mg tablets (Tillomed Laboratories Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
5328841000033110,Sildenafil 10mg/5ml oral suspension,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
2760141000033114,Cascor 4mg tablets (Sun Pharma UK Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
5138341000033111,Doxazosin 4mg/5ml oral suspension,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
4152241000033113,Ramipril 1.25mg/5ml oral suspension,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
5971941000033118,Losartan 50mg/5ml oral solution,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
8870641000033119,Doxazosin 4mg/5ml oral solution,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
850641000033114,Loniten 5mg tablets (Pfizer Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
3924341000033114,Sildenafil 25mg/5ml oral suspension,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
4153041000033114,Perindopril  Oral suspension  8 mg/5 ml,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
9118241000033117,Kenzem SR 60mg capsules (Kent Pharma (UK) Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
2955141000033116,Zemret 180 XL capsules (Tillomed Laboratories Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
5899441000033112,Chlorothiazide 25mg/5ml oral suspension,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
3924141000033111,Chlorothiazide 200mg/5ml oral suspension,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
5378241000033112,Nadolol 40mg/5ml oral suspension,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
8263641000033112,Perindopril tosilate 5mg / Indapamide 1.25mg tablets,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
1374541000033116,Spirospare 100 tablets (Ashbourne Pharmaceuticals Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
4521541000033113,Neofel XL 2.5mg tablets (Kent Pharma (UK) Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
8263541000033111,Perindopril tosilate 10mg tablets,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
2674841000033110,Disogram SR 60mg capsules (Sun Pharma UK Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
5973741000033117,Nifedipine 10mg/5ml oral suspension,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
2145741000033116,Tanatril 20mg tablets (Northumbria Pharma Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
4590741000033116,Retalzem 60 modified-release tablets (Kent Pharma (UK) Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
2676041000033111,Disogram SR 300mg capsules (Sun Pharma UK Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
5056241000033112,Nifedipine 5mg/5ml oral suspension,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
850541000033113,Loniten 2.5mg tablets (Pfizer Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
4953741000033114,Diltiazem 60mg/5ml oral suspension,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
9118341000033110,Kenzem SR 90mg capsules (Kent Pharma (UK) Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
9105541000033111,Perindopril erbumine 8mg / Amlodipine 10mg tablets,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
5890341000033110,Ramipril 5mg/5ml oral solution,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
12106941000033117,Clonidine 100micrograms/24hours transdermal patches,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
5972941000033113,Metoprolol 50mg/5ml oral suspension,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
3953441000033116,Sotalol 25mg/5ml oral solution,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
3161941000033119,Triamterene 50mg / Benzthiazide 25mg capsules,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
3851341000033117,Captopril 3mg/5ml oral solution,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
816541000033117,Lasix 500mg tablets (Sanofi),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
12372441000033111,Nidef 60mg modified-release tablets (Morningside Healthcare Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
143941000033116,Beta-Cardone 200mg tablets (Advanz Pharma),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
2267441000033110,Syprol 5mg/5ml oral solution (Rosemont Pharmaceuticals Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
8276041000033117,Perindopril erbumine 4mg/5ml oral suspension,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
5898341000033113,Bisoprolol 5mg/5ml oral suspension,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
2779341000033110,Bi-Carzem SR 120mg capsules (Tillomed Laboratories Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
2719841000033113,Captopril 20mg/5ml oral suspension,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
2267541000033111,Syprol 10mg/5ml oral solution (Rosemont Pharmaceuticals Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
523741000033111,Enalapril Maleate  Titration pack,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
5898141000033110,Bisoprolol 1.25mg/5ml oral suspension,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
5888241000033116,Perindopril  Oral suspension  4 mg/5 ml,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
5376441000033114,Timolol 10mg / Amiloride 2.5mg / Hydrochlorothiazide 25mg tablets (Essential Generics Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
7755041000033110,Azilsartan medoxomil 80mg tablets,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
524141000033110,Enalapril Maleate  Wafers  20 mg,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
12312641000033118,Alkapamid XL 1.5mg tablets (HBS Healthcare Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
5900241000033113,Clonidine 50micrograms/5ml oral suspension,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
3201441000033114,Diovan 40mg tablets (Novartis Pharmaceuticals UK Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
167341000033118,Bumetanide  Injection  500 micrograms/ml,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
2955241000033111,Zemret 240 XL capsules (Tillomed Laboratories Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
12107041000033116,Clonidine 300micrograms/24hours transdermal patches,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
9105341000033116,Perindopril erbumine 4mg / Amlodipine 10mg tablets,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
5887841000033118,Ramipril 10mg/5ml oral solution,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
2846141000033118,Bosentan 125mg tablets,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
8869441000033119,Perindopril erbumine 4mg/5ml oral solution,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
9173941000033111,Doxazosin 1mg/5ml oral solution,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
2955341000033118,Zemret 300 XL capsules (Tillomed Laboratories Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
12682441000033111,Bedranol 40mg tablets (Ennogen Pharma Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
8962541000033116,Macitentan 10mg tablets,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
2760041000033110,Cascor 2mg tablets (Sun Pharma UK Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
977741000033114,Nimotop 30mg tablets (Bayer Plc),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
3108541000033116,Phentolamine 10mg/1ml solution for injection ampoules,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
2267641000033112,Syprol 50mg/5ml oral solution (Rosemont Pharmaceuticals Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
430741000033111,Debrisoquine  Tablets  20 mg,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
5814141000033119,Nadolol 20mg/5ml oral solution,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
7859441000033119,Proglycem 250mg/5ml oral suspension (Imported (United States)),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
5899341000033118,Chlorothiazide 150mg/5ml oral suspension,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
1620041000033114,Invicorp 2 solution for injection (Senetek Plc),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
5991941000033112,Diltiazem 60mg/5ml oral solution,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
2928941000033113,Cabren 5mg modified-release tablets (Teva UK Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
2779241000033117,Bi-Carzem SR 90mg capsules (Tillomed Laboratories Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
890741000033112,Metoprolol Fumarate  S/r tablets  95 mg,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
3162941000033114,Acebutolol 200mg / Hydrochlorothiazide 12.5mg tablets,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
4815641000033117,Metoprolol 12.5mg/5ml oral suspension,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
6012441000033118,Enalapril 1.25mg/5ml oral solution,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
5993341000033112,Furosemide 5mg/5ml oral suspension,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
9776441000033119,Sotalol 25mg/5ml oral suspension,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
5971341000033117,Lisinopril 2.5mg/5ml oral solution,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
1180941000033115,Rogitine 10mg/1ml solution for injection ampoules (Alliance Pharmaceuticals Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
10650041000033116,Nadolol 20mg/5ml oral suspension,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
4954341000033111,Irbesartan 300mg/5ml oral suspension,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
5972841000033117,Metoprolol 50mg/5ml oral solution,,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
4021141000033118,Slocinx XL 4mg tablets (Zentiva Pharma UK Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
3890741000033119,Revatio 20mg tablets (Viatris UK Healthcare Ltd),,,,,,,,,,,DAAR_2025_004_all_prod_codes.txt
