Code,Term,drugsubstancename,Observations,OriginalReadCode,CleansedReadCode,SnomedCTConceptId,SnomedCTDescriptionId,EmisCodeCategoryId,2001_census_16_grouping,2001_census_6_grouping,medicine,Source
4214791000006113,Femoral-popliteal artery bypass graft,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
313360017,Other pulmonary valve anomalies,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
3641641000006116,Acute myocardial infarction of anterolateral wall,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
2901571000006113,Completed stroke,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
4824451000006114,Ostium secundum type atrial septal defect,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
362461000006119,[X]Acute transmural myocardial infarction of unspecif site,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
315687011,[X]Other congenital malformations of aorta,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
7839991000006115,Silent cerebral infarct,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
377308011,Auricular septal defect NOS,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
3528631000006110,Williams syndrome,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
129847011,Ectopia cordis,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
741701000006114,Hypertensive heart and renal disease with (congestive) heart failure,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
313508010,Anomalies of great veins,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
7119751000006110,Chronic systolic dysfunction of left ventricle,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
345639010,Infarction - precerebral,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
3505639012,Occlusion of right middle cerebral artery,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
5050061000006118,BK - Below knee femoral popliteal bypass graft,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
3511959014,Thrombosis of left middle cerebral artery,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
3511955015,Thrombosis of right middle cerebral artery,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
6990991000006112,Ischemic stroke,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
405092018,Single anastomosis of mammary artery to coronary artery NEC,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
748971000006111,Left ventricle to right atrial communication,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
3509810017,Cerebrovascular accident due to occlusion of right middle cerebral artery,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
3536581000006113,Coronary occlusion,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
6860261000006118,IHD - Ischemic heart disease,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
28815012,Aortic septal defect,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
271092018,Allograft replacement of two coronary arteries,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
299615010,Other chronic rheumatic endocardial disease,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
498031000006112,Atrial septal defect as current complication following acute myocardial infarction,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
110659019,Malignant hypertensive heart AND renal disease,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
12223121000006111,ICH - intracerebral haemorrhage,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
313368012,Congenital tricuspid atresia or stenosis NOS,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
313473017,Atresia and stenosis of aorta,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
7573211000006119,Heart failure with reduced ejection fraction due to heart valve disease,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
641701000006118,Endarterectomy of popliteal artery and patch repair of popliteal artery,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
7067291000006113,Infarction of medulla oblongata,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
5040141000006116,Coronary artery bypass graft x 1,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
455423016,"Postoperative myocardial infarction, unspecified",,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
300407010,Sequelae of intracerebral haemorrhage,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
149701000006118,Sequelae/other + unspecified cerebrovascular diseases,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
300398013,Occlusion and stenosis of posterior cerebral artery,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
300935019,[X]Subarachnoid haemorrhage from other intracranial arteries,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
12761901000006117,Subarachnoid hemorrhage,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
884561000006114,Cerebrovasc. dis. late effects,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
299650019,Malignant hypertensive heart disease NOS,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
13919651000006113,Ulcer of heel due to atherosclerosis of artery of lower limb,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
394328011,Iliac endarterectomy and patch,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
571261000006119,Coarctation of pulmonary artery,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
6648681000006111,Angioplasty of femoral artery,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
2622631000006114,Intrapontine haemorrhage,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
12122331000006116,Acute ST segment elevation myocardial infarction of inferolateral wall,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
12122341000006114,Acute ST segment elevation myocardial infarction of inferoposterior wall,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
583621000006115,Congenital malformation of aortic and mitral valves unsp,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
5040201000006111,CABG x 3 - Coronary artery bypass grafts x 3,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
109916013,Dressler's syndrome,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
4056931000006116,Brain stem haemorrhage,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
5048591000006115,Angioplasty of popliteal artery,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
5048911000006115,Endarterectomy of common femoral artery,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
2475972010,Common atrium,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
637121000000110,Congenital dextroposition of heart,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
5048261000006114,Angioplasty of common iliac artery,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
271101015,Prosthetic replacement of three coronary arteries,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
4042761000006111,Muscular ventricular septum defect,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
7510321000006115,Asymptomatic left ventricular systolic dysfunction,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
5011121000006114,PACS - Partial anterior cerebral circulation stroke,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
530811000006112,Bypass popliteal artery by pop/pop a anast c prosthesis NEC,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
50085019,Congenital mitral insufficiency,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
426321000006116,"[X]Sequelae of stroke,not specfd as h'morrhage or infarction",,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
728681000006116,Malignant hypertensive heart disease without congestive heart failure,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
229851000006112,Persistent truncus arteriosus,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
2803051000006118,Holt-Oram syndrome,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
313491010,"Pulmonary artery anomaly, unspecified",,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
13909881000006116,Cerebral ischaemic stroke due to global hypoperfusion with watershed infarct,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
2729551000000111,Cerebral infarction due to occlusion of cerebral artery,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
14015031000006119,Myocardial infarction due to demand ischaemia,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
280561000006111,Non-insulin-dependent diabetes mellitus with peripheral angiopathy,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
313364014,Other pulmonary valve anomaly NOS,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
801451000006114,Gerbode's defect,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
5573991000006118,Impaired left ventricular func,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
583691000006118,"Congenital malformation of tricuspid valve, unspecified",,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
14015051000006114,Acute on chronic right-sided congestive heart failure,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
6841231000006113,Acute ischaemic heart disease,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
884481000006115,Vertebral artery occluded,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
271106013,Revision of bypass for one coronary artery,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
14182621000006113,Cryptogenic stroke,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
315700015,"[X]Congenital malformation of great arteries, unspecified",,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
14518501000006113,Cerebrovascular accident of brainstem,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
2619484018,MI - Myocardial infarction aborted,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
3919991000006112,Prinzmetal angina,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
271109018,Revision of bypass for four or more coronary arteries,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
410964019,Endarterectomy and patch repair of common iliac artery,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
4824881000006116,Infundibular pulmonic stenosis,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
300879015,[X]Other forms of chronic ischaemic heart disease,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
7250571000006113,Chronic systolic heart failure,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
9843961000006118,Acute ST segment elevation myocardial infarction of anterolateral wall,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
3959581000006110,Right ventricular hypertrophy,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
5056411000006110,Old anterior myocardial infarction,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
3507383012,Spontaneous haemorrhage of cortical intracerebral hemisphere,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
270768010,Transplantation of heart and lung NOS,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
2729571000000119,Cerebral infarction due to stenosis of cerebral artery,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
300511019,Peripheral angiopathic disease EC NOS,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
488481000006118,Aortic septal defect,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
5058121000006110,Critical lower limb ischemia,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
1228441015,Congenital tricuspid stenosis,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
67081000006119,Ventricular septal defect as current complication following acute myocardial infarction,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
300396012,Occlusion and stenosis of anterior cerebral artery,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
300253017,Subarachnoid haemorrhage from vertebral artery,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
4540691000006112,History of subarachnoid haemorrhage,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
313280018,Incomplete great vessel transposition,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
4354131000006110,Left coronary artery occlusion,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
313524011,Absence of inferior vena cava,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
14194811000006114,Acute ischaemic stroke,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
377247010,Anomalous termination of right pulmonary vein,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
3023081000006113,Heart and lung transplant,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
371601000006119,[X]Congenital malformation of aortic and mitral valves unsp,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
7510331000006117,History of non-ST segment elevation myocardial infarction,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
173641000006113,Replace aneurysm popliteal artery by pop/fem anastomosis NEC,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
313396018,Congenital coronary aneurysm,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
3509790014,Cerebrovascular accident due to occlusion of right posterior cerebral artery,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
13941191000006119,Occlusion of distal left anterior descending coronary artery,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
2980341000006117,Laser coronary angioplasty,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
28728012,Congenital aneurysm of aorta,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
14130111000006115,LAD (left anterior descending) coronary artery stenosis,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
459306016,Type II diabetes mellitus with peripheral angiopathy,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
865311000006118,Coronary endarterectomy,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
639341000006115,Emergency bypass of aorta by anastomosis of axillary artery to femoral artery,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
300876010,[X]Other forms of acute ischaemic heart disease,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
530231000006119,Bypass leg artery by aorta/deep femoral art anastomosis NEC,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
118831000006118,Subsequent myocardial infarction of unspecified site,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
5056941000006119,Post-infarction pericarditis,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
299633016,Other and unspecified rheumatic heart disease,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
6546751000006118,First myocardial infarction,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
14518481000006115,Cerebrovascular accident of basal ganglia,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
315548017,Situs inversus with levocardia,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
476311019,Common atrioventricular canal,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
13945191000006117,Occlusion of anterior descending branch of left coronary artery,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
13718621000006117,History of cerebrovascular accident due to ischaemia,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
2855351000006111,Myocardial infarct,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
8087751000006116,Acute ST segment elevation myocardial infarction involving left anterior descending coronary artery,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
102980010,Persistent truncus arteriosus,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
14639941000006112,Cardiomegaly due to hypertension,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
7502661000006117,Microvascular ischaemia of myocardium,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
143042017,Congenital absence of pulmonary artery,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
13909861000006114,Cerebral ischaemic stroke due to dissection of artery,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
3883421000006114,"Percutaneous transluminal coronary angioplasty, multiple vessels",,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
3565871000006113,Acute myocardial infarction of inferolateral wall,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
271089017,Allograft replacement of one coronary artery,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
6841391000006118,Acute myocardial ischaemia,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
3920011000006116,Variant angina,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
271165010,Other replacement of coronary artery,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
3807401000006112,Roger's disease,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
543291000006110,Myocardial infarction with complication,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
512130019,Congenital stricture of pulmonary artery,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
5011071000006114,Total anterior cerebral circulation stroke,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
2676631000006114,PTCA - Percutaneous transluminal coronary angioplasty,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
271115018,Creation of bypass from mammary artery to coronary artery,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
5589641000006112,Intracerebellar and posterior fossa haemorrhage,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
7574481000006111,Subsequent non-ST segment elevation myocardial infarction,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
313442016,Anomalous ventricular bands,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
5011521000006118,Vertebrobasilar territory transient ischaemic attack,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
1233859018,Congenital left ventricular diverticulum,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
250411000006119,Parachute deformity of the mitral valve,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
7848701000006116,Acute occlusion of artery of lower limb co-occurrent and due to thromboembolus,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
1235117015,Percutaneous transluminal angioplasty of vertebral artery,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
14741971000006110,Acute inferior non-ST segment elevation myocardial infarction,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
2959001000006118,Congenital anomaly of coronary artery,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
7572351000006115,Silent coronary vasospastic disease,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
313435016,Other specified heart anomalies NOS,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
271102010,Prosthetic replacement of four or more coronary arteries,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
7065281000006117,Ischaemic congestive cardiomyopathy,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
355549012,Congenital heart disease in pregnancy,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
5011241000006111,Lacunar ataxic hemiparesis,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
530831000006118,Bypass popliteal artery by pop/tib a anast c prosthesis NEC,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
271113013,Revision of bypass for coronary artery NOS,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
32122016,Status anginosus,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
4776141000006112,Ischemic cardiomyopathy,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
4824781000006114,Ebstein's anomaly,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
313342017,Other heart bulb and septal closure defect,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
3886071000006114,LVF - Left ventricular failure,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
884461000006113,Basilar artery occluded,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
300244012,Subarachnoid haemorrhage from carotid siphon and bifurcation,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
271509013,Open embolectomy of bifurcation of aorta,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
639441000006111,Emerg bypass femoral art by fem/tib a anast c vein graft NEC,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
349664019,Other bypass of deep femoral artery,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
9844011000006119,Acute ST segment elevation myocardial infarction of posterior wall,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
9868461000006110,Unstable angina co-occurrent and due to coronary arteriosclerosis,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
2918401000006110,Complete transposition of great vessels,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
5011351000006119,Posterior cerebral circulation haemorrhagic infarction,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
173611000006114,Replace aneurysm pop art by pop/pop art anastom c prosth NEC,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
5040221000006118,CABG x 4 - Coronary artery bypass grafts x 4,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
313373018,"Congenital aortic valve insufficiency, unspecified",,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
728671000006119,Malignant hypertensive heart disease with congestive cardiac failure,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
168651000006113,"Rheumatic valvulitis, chronic NOS",,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
2535810014,Congenital insufficiency of the pulmonary valve,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
14145381000006119,Occlusion of circumflex branch of left coronary artery,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
3512176011,Embolus of left middle cerebral artery,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
4392221000006118,Peripheral angiopathy due to diabetes mellitus,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
271100019,Prosthetic replacement of two coronary arteries,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
238581000006112,Percutaneous transluminal coronary thrombolytic using streptokinase,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
595691000006118,Anomalous origin of coronary artery from aorta,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
4776031000006115,Ischaemic heart disease - angina,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
483988011,Bulbar haemorrhage,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
5050341000006115,Insertion of carotid artery stent,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
23643015,Preductal coarctation of aorta,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
377498018,Dextraposition of aorta in Fallot's tetralogy,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
60777016,Transposition of pulmonary veins,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
217551000006112,Postcardiotomy syndrome - post-operative,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
789941000006117,Hypertensive heart and renal disease with both (congestive) heart failure and renal failure,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
123842010,Kommerell's diverticulum,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
884131000006114,Hypertensive renal + heart dis,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
299758019,Stenocardia,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
300867015,[X]Other specified rheumatic heart diseases,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
1229885017,Microinfarction of heart,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
106259013,Overriding aorta,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
6633851000006110,PVD-peripheral vascular disease,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
5040171000006112,CABG x 2 - Coronary artery bypass grafts x 2,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
3886751000006118,"Angina, class III",,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
12223111000006115,Intracerebral hemorrhage,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
271086012,Other autograft replacement of coronary artery NOS,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
173601000006111,Replace aneurysm pop art by pop/pop a anast c vein graft NEC,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
5049821000006113,ABF - Aortobifemoral graft,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
313293011,Pentalogy of Fallot,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
2832651000006111,Subcortical haemorrhage,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
3507370011,Spontaneous haemorrhage of cerebral hemisphere,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
11998421000006119,NYHA (New York Heart Association) Classification class,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
5040231000006115,Coronary artery bypass grafts x 5,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
13941141000006111,Acute ST segment elevation myocardial infarction due to mid left anterior descending coronary artery occlusion,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
14492571000006113,Cerebrovascular accident due to occlusion of right anterior cerebral artery,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
3511086012,Thrombosis of right vertebral artery,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
5011081000006112,TACS - Total anterior cerebral circulation stroke,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
3777981000006119,Posterior inferior cerebellar artery syndrome,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
267311000006118,Occlusion and stenosis of multiple and bilateral cerebral arteries,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
300944018,[X]Other specified cerebrovascular diseases,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
173501000006110,Replace aneurysm fem art by fem/pop a anast c vein graft NEC,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
2673881000006115,Congenital atresia of pulmonary artery,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
313387018,Obstructive heart anomaly NEC,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
11920121000006117,Transient cerebral ischemia,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
271444012,Other specified other bypass of bifurcation of aorta,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
818401000006115,Heart and cardiac apex malposition,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
4824471000006116,Atrial septal defect within oval fossa,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
5777016,Uhl's disease,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
5294511000006117,Coronary graft stenosis,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
2515471000006117,Septal infarction by electrocardiogram,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
271167019,Other specified replacement of coronary artery,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
3452181000006112,Acute myocardial infarction of lateral wall,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
135999014,Cor biloculare,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
300345010,Multiple and bilateral precerebral artery syndromes,,,,,,,,,,,DAAR_2025_004_ascvd_codes (2).txt
